Vendor,GRAPHTEC Corporation,,,,,,,,,,,,,,,,,,
Model,GL840,,,,,,,,,,,,,,,,,,
Version,Ver1.29,,,,,,,,,,,,,,,,,,
MaxChannel,120,,,,,,,,,,,,,,,,,,
GSStartCH,120,,,,,,,,,,,,,,,,,,
WLStartCH,120,,,,,,,,,,,,,,,,,,
MaxLogicChannel,0,,,,,,,,,,,,,,,,,,
Logic/Pulse,Pulse,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
TempUnit,C,,,,,,,,,,,,,,,,,,
Sampling interval,1s,,,,,,,,,,,,,,,,,,
Total Data Points,37181,,,,,,,,,,,,,,,,,,
Trigger,0,,,,,,,,,,,,,,,,,,
Start time,29/01/2021,07:24:54,,,,,,,,,,,,,,,,,
End time,29/01/2021,17:44:37,,,,,,,,,,,,,,,,,
Trigger time,29/01/2021,07:24:56,,,,,,,,,,,,,,,,,
AMP settings,,,,,,,,,,,,,,,,,,,
CH,SignalName,Amp,Input,Range,Temperature Range,Filter,SpanUpper,SpanLower,Unit,Color,,,Line,Scaling settings,Input Upper,Input Lower,Output Upper,Output Lower,Unit
CH3,T3_mfOut,M,TEMP,TC_K,500degC,Off,150,-25,degC,9,22,8,1,Off,500,0,500,0,degC
CH4,T4_exvOut,M,TEMP,TC_K,500degC,Off,150,-25,degC,21,0,21,1,Off,500,0,500,0,degC
CH96,exv,M,DC,10V,,Off,100,0,%,5,23,30,1,On,10,0,100,0,%
CH98,mdotr,M,DC,10V,,Off,600,0,kg/h,28,0,17,1,On,10,2,600,0,kg/h
CH103,P3_mfOut,M,DC,5V,,Off,35,0,bar,9,22,8,1,On,2.997,1.002,20,0,bar
CH104,P4_exvOut,M,DC,5V,,Off,35,0,bar,21,0,21,1,On,2.996,1.002,20,0,bar
CH,Input,Slope,Filter,Span,,Unit,Color,,,Line,,,,,,,,,
Pulse1,REVO,H,Off,1500,0,RPM,28,5,6,1,,,,,,,,,
Data,,,,,,,,,,,,,,,,,,,
Date&Time,CH3,CH4,CH96,CH98,CH103,CH104,Pulse1,,,,,,,,,,,,
Time,degC,degC,%,kg/h,bar,bar,RPM,,,,,,,,,,,,
29/01/2021 07:24,20.6,24.4,100.03,-0.3,5.649,5.68,0,,,,,,,,,,,,
29/01/2021 07:24,20.6,24.4,100.02,-0.3,5.649,5.675,0,,,,,,,,,,,,
29/01/2021 07:24,20.6,24.4,100.02,-0.3,5.649,5.675,0,,,,,,,,,,,,
29/01/2021 07:24,20.5,24.4,100.02,-0.3,5.649,5.675,0,,,,,,,,,,,,
29/01/2021 07:25,20.6,24.4,100.02,-0.3,5.649,5.675,0,,,,,,,,,,,,
29/01/2021 07:25,20.6,24.4,100.02,-0.3,5.647,5.677,0,,,,,,,,,,,,
29/01/2021 07:25,20.6,24.4,100.02,-0.3,5.647,5.67,0,,,,,,,,,,,,
29/01/2021 07:25,20.5,24.4,100.02,-0.3,5.647,5.672,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.03,-0.3,5.647,5.672,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.02,-0.3,5.642,5.672,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.03,-0.3,5.642,5.67,0,,,,,,,,,,,,
29/01/2021 07:25,20.6,24.4,100.02,-0.3,5.639,5.667,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.03,-0.3,5.644,5.664,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.03,-0.3,5.644,5.667,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.03,-0.3,5.644,5.67,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.02,-0.3,5.639,5.667,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.02,-0.3,5.642,5.667,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.4,100.03,-0.3,5.639,5.664,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.03,-0.3,5.642,5.664,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.03,-0.3,5.644,5.664,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.03,-0.3,5.639,5.667,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.03,-0.3,5.637,5.664,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.02,-0.3,5.637,5.659,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.02,-0.3,5.637,5.664,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.4,100.02,-0.3,5.637,5.662,0,,,,,,,,,,,,
29/01/2021 07:25,20.4,24.3,100.02,-0.3,5.637,5.664,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.3,100.02,-0.3,5.634,5.662,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.3,100.02,-0.3,5.637,5.662,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.3,100.02,-0.3,5.634,5.657,0,,,,,,,,,,,,
29/01/2021 07:25,20.2,24.3,100.03,-0.3,5.637,5.659,0,,,,,,,,,,,,
29/01/2021 07:25,20.2,24.3,100.03,-0.3,5.639,5.659,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.3,100.02,-0.3,5.637,5.659,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.2,100.02,-0.3,5.637,5.657,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.3,100.02,-0.3,5.634,5.657,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.3,100.02,-0.3,5.637,5.652,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.2,100.02,-0.3,5.637,5.652,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.2,100.02,-0.3,5.634,5.652,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.2,100.02,-0.3,5.634,5.657,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.2,100.03,-0.3,5.632,5.652,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.2,100.02,-0.3,5.634,5.654,0,,,,,,,,,,,,
29/01/2021 07:25,20.2,24.2,100.02,-0.3,5.632,5.654,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.2,100.02,-0.3,5.627,5.652,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.2,100.02,-0.3,5.634,5.652,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.2,100.03,-0.3,5.629,5.652,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.03,-0.3,5.629,5.652,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.03,-0.3,5.629,5.652,0,,,,,,,,,,,,
29/01/2021 07:25,20.2,24.1,100.02,-0.3,5.627,5.649,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.02,-0.3,5.627,5.649,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.02,-0.3,5.622,5.649,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.02,-0.3,5.624,5.647,0,,,,,,,,,,,,
29/01/2021 07:25,20.2,24.1,100.02,-0.3,5.627,5.649,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.02,-0.3,5.624,5.649,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.1,100.02,-0.3,5.624,5.649,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.02,-0.3,5.622,5.644,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.02,-0.3,5.622,5.644,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.02,-0.3,5.619,5.644,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.02,-0.3,5.624,5.647,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.03,-0.3,5.624,5.649,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.03,-0.3,5.624,5.649,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.03,-0.3,5.624,5.647,0,,,,,,,,,,,,
29/01/2021 07:25,20.3,24.1,100.02,-0.3,5.619,5.647,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.02,-0.3,5.619,5.642,0,,,,,,,,,,,,
29/01/2021 07:25,20.2,24.1,100.02,-0.3,5.619,5.642,0,,,,,,,,,,,,
29/01/2021 07:25,20.1,24.1,100.03,-0.3,5.619,5.644,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.622,5.644,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.619,5.647,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.617,5.644,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.614,5.639,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.617,5.639,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.617,5.639,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.617,5.637,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.617,5.637,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.612,5.637,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.614,5.637,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.612,5.637,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.609,5.637,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.614,5.637,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.612,5.637,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.612,5.632,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.614,5.632,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.609,5.634,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.612,5.634,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.604,5.634,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.604,5.629,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.607,5.629,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.604,5.627,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.604,5.629,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.604,5.627,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.604,5.624,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.602,5.627,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.604,5.624,0,,,,,,,,,,,,
29/01/2021 07:26,20,24.1,100.02,-0.3,5.602,5.624,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.602,5.622,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.602,5.622,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.599,5.622,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.599,5.622,0,,,,,,,,,,,,
29/01/2021 07:26,20.2,24.1,100.02,-0.3,5.596,5.622,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.02,-0.3,5.594,5.622,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.599,5.622,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.599,5.622,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.596,5.622,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24,100.02,-0.3,5.594,5.619,0,,,,,,,,,,,,
29/01/2021 07:26,20,24,100.02,-0.3,5.591,5.619,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24,100.02,-0.3,5.591,5.617,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24,100.02,-0.3,5.591,5.622,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.591,5.617,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24.1,100.03,-0.3,5.591,5.617,0,,,,,,,,,,,,
29/01/2021 07:26,19.9,24,100.03,-0.3,5.591,5.617,0,,,,,,,,,,,,
29/01/2021 07:26,19.9,24,100.02,-0.3,5.589,5.614,0,,,,,,,,,,,,
29/01/2021 07:26,19.9,24,100.02,-0.3,5.589,5.609,0,,,,,,,,,,,,
29/01/2021 07:26,19.9,24,100.02,-0.3,5.589,5.609,0,,,,,,,,,,,,
29/01/2021 07:26,20,23.9,100.03,-0.3,5.586,5.612,0,,,,,,,,,,,,
29/01/2021 07:26,20,23.9,100.03,-0.3,5.586,5.614,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,24,100.02,-0.3,5.586,5.614,0,,,,,,,,,,,,
29/01/2021 07:26,20.1,23.9,100.02,-0.3,5.584,5.609,0,,,,,,,,,,,,
29/01/2021 07:26,20,24,100.02,-0.3,5.584,5.607,0,,,,,,,,,,,,
29/01/2021 07:26,20,24,100.03,-0.3,5.579,5.607,0,,,,,,,,,,,,
29/01/2021 07:26,19.9,24,100.02,-0.3,5.581,5.607,0,,,,,,,,,,,,
29/01/2021 07:26,19.9,24,100.02,-0.3,5.581,5.604,0,,,,,,,,,,,,
29/01/2021 07:26,19.9,24,100.02,-0.3,5.581,5.604,0,,,,,,,,,,,,
29/01/2021 07:26,19.9,23.9,100.02,-0.3,5.576,5.604,0,,,,,,,,,,,,
29/01/2021 07:26,19.9,23.9,100.02,-0.3,5.579,5.604,0,,,,,,,,,,,,
29/01/2021 07:26,19.9,23.9,100.02,-0.3,5.581,5.607,0,,,,,,,,,,,,
29/01/2021 07:26,19.9,23.9,100.02,-0.3,5.579,5.607,0,,,,,,,,,,,,
29/01/2021 07:27,19.9,23.9,100.03,-0.3,5.579,5.607,0,,,,,,,,,,,,
29/01/2021 07:27,19.9,23.9,100.03,-0.3,5.576,5.602,0,,,,,,,,,,,,
29/01/2021 07:27,19.9,23.9,100.03,-0.3,5.574,5.602,0,,,,,,,,,,,,
29/01/2021 07:27,19.9,23.9,100.02,-0.3,5.574,5.602,0,,,,,,,,,,,,
29/01/2021 07:27,19.9,23.9,100.02,-0.3,5.576,5.602,0,,,,,,,,,,,,
29/01/2021 07:27,19.9,23.9,100.02,-0.3,5.576,5.597,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.9,100.02,-0.3,5.576,5.597,0,,,,,,,,,,,,
29/01/2021 07:27,19.9,23.9,100.02,-0.3,5.571,5.594,0,,,,,,,,,,,,
29/01/2021 07:27,19.9,23.9,100.02,-0.3,5.574,5.597,0,,,,,,,,,,,,
29/01/2021 07:27,19.9,23.9,100.02,-0.3,5.571,5.597,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.9,100.02,-0.3,5.571,5.594,0,,,,,,,,,,,,
29/01/2021 07:27,19.9,23.9,100.02,-0.3,5.571,5.594,0,,,,,,,,,,,,
29/01/2021 07:27,19.9,23.9,100.02,-0.3,5.571,5.594,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.9,100.03,-0.3,5.566,5.594,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.9,100.03,-0.3,5.569,5.589,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.9,100.03,-0.3,5.566,5.589,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.9,100.02,-0.3,5.569,5.592,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.9,100.02,-0.3,5.569,5.589,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.9,100.02,-0.3,5.571,5.587,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.9,100.02,-0.3,5.564,5.587,0,,,,,,,,,,,,
29/01/2021 07:27,19.7,23.8,100.02,-0.3,5.561,5.584,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.8,100.02,-0.3,5.561,5.587,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.8,100.03,-0.3,5.559,5.584,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.03,-0.3,5.561,5.587,0,,,,,,,,,,,,
29/01/2021 07:27,19.7,23.8,100.02,-0.3,5.561,5.582,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.8,100.03,-0.3,5.561,5.584,0,,,,,,,,,,,,
29/01/2021 07:27,19.7,23.8,100.02,-0.3,5.561,5.579,0,,,,,,,,,,,,
29/01/2021 07:27,19.8,23.9,100.03,-0.2,5.559,5.584,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.9,100.02,-0.3,5.561,5.584,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.02,-0.3,5.561,5.582,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.02,-0.3,5.556,5.582,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.02,-0.3,5.559,5.582,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.02,-0.3,5.554,5.579,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.02,-0.3,5.551,5.579,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.02,-0.3,5.549,5.577,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.02,-0.3,5.551,5.579,0,,,,,,,,,,,,
29/01/2021 07:27,19.7,23.8,100.02,-0.3,5.551,5.579,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.02,-0.3,5.551,5.577,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.7,100.02,-0.3,5.549,5.572,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.7,100.02,-0.3,5.546,5.572,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.02,-0.3,5.544,5.569,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.02,-0.3,5.549,5.569,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.03,-0.3,5.549,5.574,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.03,-0.3,5.549,5.572,0,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.03,-0.3,5.549,5.574,780,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.03,-0.2,5.549,5.574,840,,,,,,,,,,,,
29/01/2021 07:27,19.5,23.7,100.03,-0.3,5.549,5.569,780,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.03,-0.3,5.546,5.567,840,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.03,-0.3,5.546,5.572,840,,,,,,,,,,,,
29/01/2021 07:27,19.7,23.8,100.03,-0.3,5.546,5.567,840,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.03,-0.3,5.544,5.567,840,,,,,,,,,,,,
29/01/2021 07:27,19.5,23.8,100.03,-0.3,5.541,5.567,780,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.04,-0.3,5.541,5.567,840,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.03,-0.3,5.544,5.564,840,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.8,100.03,-0.2,5.541,5.564,840,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.7,100.04,-0.3,5.541,5.564,840,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.7,100.04,-0.3,5.541,5.564,780,,,,,,,,,,,,
29/01/2021 07:27,19.5,23.7,100.04,-0.3,5.536,5.564,840,,,,,,,,,,,,
29/01/2021 07:27,19.4,23.6,100.03,-0.3,5.536,5.562,840,,,,,,,,,,,,
29/01/2021 07:27,19.6,23.7,100.04,-0.3,5.536,5.559,840,,,,,,,,,,,,
29/01/2021 07:28,19.5,23.7,100.04,-0.3,5.536,5.559,840,,,,,,,,,,,,
29/01/2021 07:28,19.5,23.6,100.03,-0.2,5.536,5.559,780,,,,,,,,,,,,
29/01/2021 07:28,19.5,23.6,100.03,-0.3,5.534,5.554,840,,,,,,,,,,,,
29/01/2021 07:28,19.5,23.7,100.04,0.2,8.025,5.033,840,,,,,,,,,,,,
29/01/2021 07:28,17.6,18.3,100.04,15.1,10.321,4.308,780,,,,,,,,,,,,
29/01/2021 07:28,17.6,14.9,100.04,26.6,10.887,4.626,840,,,,,,,,,,,,
29/01/2021 07:28,22.8,10.8,100.04,28.4,10.714,4.473,840,,,,,,,,,,,,
29/01/2021 07:28,26.1,8.6,100.04,27.3,10.967,4.107,780,,,,,,,,,,,,
29/01/2021 07:28,27.9,6.7,100.03,25.8,11.221,3.922,840,,,,,,,,,,,,
29/01/2021 07:28,29.4,5.7,100.03,25.8,11.832,3.674,840,,,,,,,,,,,,
29/01/2021 07:28,31.4,7.8,100.04,39.9,12.882,3.643,780,,,,,,,,,,,,
29/01/2021 07:28,33.7,10.4,100.04,60.3,13.571,3.781,840,,,,,,,,,,,,
29/01/2021 07:28,33.7,12.1,100.04,73,14.278,3.681,840,,,,,,,,,,,,
29/01/2021 07:28,33.3,11.6,100.03,80.4,14.687,3.571,780,,,,,,,,,,,,
29/01/2021 07:28,33.1,11.2,100.03,85.7,14.825,3.571,840,,,,,,,,,,,,
29/01/2021 07:28,33,11.1,100.03,89.7,14.882,3.563,840,,,,,,,,,,,,
29/01/2021 07:28,32.9,10.9,100.03,92.6,14.977,3.526,840,,,,,,,,,,,,
29/01/2021 07:28,32.9,10.4,100.03,94.5,15.07,3.475,780,,,,,,,,,,,,
29/01/2021 07:28,32.9,9.7,100.04,95.6,15.15,3.418,840,,,,,,,,,,,,
29/01/2021 07:28,32.9,9.2,100.04,96,15.201,3.405,840,,,,,,,,,,,,
29/01/2021 07:28,32.8,9.1,100.03,95.9,15.323,3.418,780,,,,,,,,,,,,
29/01/2021 07:28,32.8,8.9,100.03,95.8,15.461,3.44,840,,,,,,,,,,,,
29/01/2021 07:28,32.8,8.9,100.03,95.6,15.581,3.455,840,,,,,,,,,,,,
29/01/2021 07:28,32.8,8.9,100.04,95.6,15.724,3.478,780,,,,,,,,,,,,
29/01/2021 07:28,32.9,8.9,100.03,95.6,15.852,3.508,840,,,,,,,,,,,,
29/01/2021 07:28,33,8.9,100.03,95.4,16.01,3.523,840,,,,,,,,,,,,
29/01/2021 07:28,33.2,8.8,100.04,95.2,16.238,3.521,780,,,,,,,,,,,,
29/01/2021 07:28,33.4,8.8,100.04,95.3,16.476,3.516,840,,,,,,,,,,,,
29/01/2021 07:28,33.5,8.8,100.04,96,16.667,3.513,840,,,,,,,,,,,,
29/01/2021 07:28,33.5,9.2,100.04,97.1,16.815,3.531,780,,,,,,,,,,,,
29/01/2021 07:28,33.6,9.5,100.04,98.8,16.942,3.568,840,,,,,,,,,,,,
29/01/2021 07:28,33.6,10,100.03,101,17.005,3.588,840,,,,,,,,,,,,
29/01/2021 07:28,33.7,10.5,100.03,103.7,17.02,3.628,780,,,,,,,,,,,,
29/01/2021 07:28,33.8,10.8,100.04,106.7,16.99,3.666,840,,,,,,,,,,,,
29/01/2021 07:28,33.8,11,100.04,109.5,16.997,3.679,840,,,,,,,,,,,,
29/01/2021 07:28,33.9,11.2,100.04,111.7,17.01,3.704,780,,,,,,,,,,,,
29/01/2021 07:28,34,11.3,100.04,113.5,17.08,3.721,840,,,,,,,,,,,,
29/01/2021 07:28,34,11.3,100.03,114.7,17.133,3.736,840,,,,,,,,,,,,
29/01/2021 07:28,34,11.3,100.03,115.5,17.165,3.751,780,,,,,,,,,,,,
29/01/2021 07:28,34,11.2,100.04,116.3,17.231,3.754,900,,,,,,,,,,,,
29/01/2021 07:28,34.1,11.2,100.04,116.8,17.266,3.774,840,,,,,,,,,,,,
29/01/2021 07:28,34.3,11.2,100.04,117.2,17.301,3.791,780,,,,,,,,,,,,
29/01/2021 07:28,34.3,11.2,100.04,117.6,17.326,3.801,840,,,,,,,,,,,,
29/01/2021 07:28,34.4,11.2,100.04,117.9,17.398,3.819,840,,,,,,,,,,,,
29/01/2021 07:28,34.4,11.3,100.05,118.2,17.494,3.819,840,,,,,,,,,,,,
29/01/2021 07:28,34.5,11.3,100.03,118.3,17.544,3.826,840,,,,,,,,,,,,
29/01/2021 07:28,34.6,11.3,100.04,118.5,17.584,3.831,840,,,,,,,,,,,,
29/01/2021 07:28,34.7,11.4,100.05,118.8,17.627,3.829,780,,,,,,,,,,,,
29/01/2021 07:28,34.8,11.4,100.03,119.2,17.637,3.826,840,,,,,,,,,,,,
29/01/2021 07:28,34.8,11.6,100.03,119.6,17.627,3.824,840,,,,,,,,,,,,
29/01/2021 07:28,34.9,11.6,100.02,120,17.612,3.819,780,,,,,,,,,,,,
29/01/2021 07:28,35,11.7,100.04,120.4,17.612,3.826,840,,,,,,,,,,,,
29/01/2021 07:28,35,11.7,100.03,120.9,17.639,3.814,840,,,,,,,,,,,,
29/01/2021 07:28,35,11.7,100.03,121.3,17.617,3.806,780,,,,,,,,,,,,
29/01/2021 07:28,35.1,11.7,100.03,121.6,17.566,3.801,840,,,,,,,,,,,,
29/01/2021 07:28,35.2,11.6,100.03,121.8,17.511,3.804,840,,,,,,,,,,,,
29/01/2021 07:28,35.3,11.6,100.04,121.9,17.444,3.799,780,,,,,,,,,,,,
29/01/2021 07:28,35.2,11.4,100.04,121.7,17.381,3.789,840,,,,,,,,,,,,
29/01/2021 07:28,35.2,11.4,100.03,121.4,17.361,3.779,840,,,,,,,,,,,,
29/01/2021 07:28,35.3,11.3,100.03,121,17.356,3.779,780,,,,,,,,,,,,
29/01/2021 07:29,35.4,11.2,100.03,120.6,17.348,3.771,840,,,,,,,,,,,,
29/01/2021 07:29,35.4,11.2,100.03,120,17.376,3.771,840,,,,,,,,,,,,
29/01/2021 07:29,35.4,11.1,100.03,119.7,17.404,3.766,780,,,,,,,,,,,,
29/01/2021 07:29,35.5,11.1,100.03,119.4,17.411,3.764,840,,,,,,,,,,,,
29/01/2021 07:29,35.5,11.1,100.03,119.1,17.414,3.754,780,,,,,,,,,,,,
29/01/2021 07:29,35.5,11.1,100.04,119,17.398,3.751,840,,,,,,,,,,,,
29/01/2021 07:29,35.5,11.1,100.03,119,17.426,3.744,840,,,,,,,,,,,,
29/01/2021 07:29,35.5,11.1,100.03,119,17.406,3.744,780,,,,,,,,,,,,
29/01/2021 07:29,35.5,11.1,100.04,119,17.378,3.736,840,,,,,,,,,,,,
29/01/2021 07:29,35.5,11.1,100.04,119.1,17.336,3.731,840,,,,,,,,,,,,
29/01/2021 07:29,35.5,11.1,100.03,119.1,17.316,3.729,780,,,,,,,,,,,,
29/01/2021 07:29,35.6,11.1,100.04,119.1,17.263,3.724,840,,,,,,,,,,,,
29/01/2021 07:29,35.6,11,100.04,119,17.213,3.726,840,,,,,,,,,,,,
29/01/2021 07:29,35.6,11,100.03,118.9,17.165,3.719,780,,,,,,,,,,,,
29/01/2021 07:29,35.8,10.9,100.03,118.7,17.125,3.709,840,,,,,,,,,,,,
29/01/2021 07:29,35.8,10.9,100.04,118.4,17.085,3.699,840,,,,,,,,,,,,
29/01/2021 07:29,35.8,10.9,100.03,118.1,17.055,3.696,780,,,,,,,,,,,,
